,zMonthlyCharge,zTenure,Churn,Number
0,-0.007930671429748104,-1.0495847480138683,False,0
1,1.6316287359135515,-1.263221709870028,True,1
2,-0.3001559575970523,-0.7101714165624622,False,2
3,-1.2344672873974383,-0.659665264530552,False,3
4,-0.5337707330914491,-1.243736910566096,True,4
5,0.2853281321767386,-1.0417997575756486,False,5
6,0.6383651854222757,-0.805546370297308,True,6
7,-1.3514218982868706,-1.1454858548779938,True,7
8,-1.2926007217290905,-0.9955895724972835,False,8
9,-0.2409276774522802,-1.1773928935120228,False,9
10,0.05053802467942694,-0.5770708324507093,False,10
11,-0.5334488584218371,-0.9084003836643881,False,11
12,-0.8260246625297808,-0.8140815527467757,False,12
13,0.2844829454127206,-0.6675459482366691,False,13
14,-0.29973546690215014,-0.9258964345059905,True,14
15,0.1134467315193161,-0.7815550041908454,True,15
16,0.5179926566413665,-0.7091103794561403,True,16
17,0.6982764650655915,-1.219778868613486,True,17
18,-0.4743716213008761,-0.6588041102888651,False,18
19,-0.533855962008829,-0.8218609826238905,True,19
20,0.2846451326781949,-0.53211261425192,False,20
21,-1.0583339263261848,-1.215510521775603,False,21
22,-1.117476977553577,-1.0550106579386362,False,22
23,-0.5337707330914491,-0.9833509769035209,False,23
24,-0.24024467795373658,-1.08842330521454,True,24
25,-1.8769947084173464,-1.1495244417087982,True,25
26,1.1647720380751057,-0.9128080095855267,True,26
27,-0.7666255507392078,-1.2542902669725058,True,27
28,0.6386870600918877,-1.2528519062717756,True,28
29,1.9825135487265326,-1.101476248520723,True,29
30,1.3389478675398576,-0.8871504626860203,False,30
31,-0.5912211679245576,-1.1711757243195988,False,31
32,1.3389478675398576,-1.1279392432342523,True,32
33,0.05053802467942694,-0.5152407360912383,True,33
34,2.2164584694598264,-1.175527205728695,True,34
35,-0.2409142903443693,-1.0994787337865286,True,35
36,1.336331564062916,-1.1815261220642468,True,36
37,-0.766165225805233,-1.035716360515113,False,37
38,0.2843232580085836,-0.933952506389837,False,38
39,-0.5915822927534892,-0.6992646620760491,False,39
40,-0.007876048291361928,-0.9592526533466196,False,40
41,-1.5259196024212345,-1.1932766061121678,False,41
42,1.9238826653518832,-1.158367372921599,True,42
43,0.4593617732667171,-0.6038819771729712,False,43
44,1.6316287359135515,-0.9737020866709097,True,44
45,1.6910278477041252,-0.9138800114933674,True,45
46,0.2843232580085836,-0.4637819689532793,True,46
47,0.5189253151890115,-0.949880746897025,True,47
48,-1.5847741649776266,-1.013032487981194,False,48
49,-1.8762264800014228,-0.8687183202824295,False,49
50,0.2846737759492224,-1.1803584826577902,True,50
51,0.34720135906947963,-1.0289987382090713,True,51
52,-0.5334488584218371,-1.099177684952242,False,52
53,-0.06659216058339125,-1.2482147260685585,True,53
54,-0.2989014243797953,-0.8493840021479266,True,54
55,-1.0007126598472749,-0.7771355413154256,False,55
56,-1.3514218982868706,-0.9447199318961578,True,56
57,-0.7074232504617944,-1.0519550940737832,False,57
58,1.1063119863462572,-0.7114380922870098,True,58
59,-1.117155102883965,-1.032986849482902,False,59
60,-0.1829405434168542,-1.1982711054835786,False,60
61,0.5182375729628835,-1.2182048977435471,False,61
62,-0.4751944728551859,-1.0054475555958966,True,62
63,-1.875904605331811,-0.8429084808105519,False,63
64,-1.0584983564579067,-0.9420078822563771,False,64
65,0.28429265222958977,-1.0071129488372694,False,65
66,2.157637292902047,-1.1376433370995964,True,66
67,0.8133750574093818,-0.8982360179604113,True,67
68,-0.4750347854510489,-0.8432386376106801,False,68
69,0.6386870600918877,-1.2235475320068814,True,69
70,0.9312734710881235,-0.4007436557307229,True,70
71,1.923370497499141,-1.1656823839153714,True,71
72,-0.8841580968614329,-1.0047078122551039,False,72
73,1.9237776010861323,-0.9588650835863826,True,73
74,0.9852564580668043,-1.2169260446144692,True,74
75,2.2747674781648644,-1.1011435777080534,True,75
76,0.6394552885078113,-1.26565857648356,True,76
77,-0.5340156494129661,-0.5440126348012868,False,77
78,1.5728075593557713,-0.3731842232605553,True,78
79,-1.0583339263261848,-0.9403865731167711,False,79
